[2026-07-16 18:54:27] [INFO    ] discord.client: logging in using static token
[2026-07-16 19:01:48] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 19:01:48] [DEBUG   ] discord.client: Dispatching event message
[2026-07-16 19:01:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 39, 'op': 0, 'd': {'user_id': '841408652186353684', 'timestamp': 1784242922, 'member': {'user': {'username': 'slingarwalker', 'public_flags': 0, 'primary_guild': {'tag': 'DIVE', 'identity_guild_id': '1411183949761482755', 'identity_enabled': True, 'badge': '0a6fad9719a78775a491325e97489cc8'}, 'id': '841408652186353684', 'global_name': 'SlingarWalker', 'display_name_styles': None, 'display_name': 'SlingarWalker', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'b0592324e818d3caa5d482b5b4bcd732'}, 'roles': ['1424320540650373152', '1423010114117308417', '1525988699626803425', '1516064001182797864', '1525987346078629929', '1429293820134031370', '1424319732764512267', '1449888931452817520', '1424320639493341235', '1444853378189361205', '1465920731962409147', '1525985481710501949'], 'premium_since': None, 'pending': False, 'nick': 'SlingarRobotnik', 'mute': False, 'joined_at': '2026-01-02T20:09:16.364000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1297670154687352945', 'guild_id': '1297670153969860680'}}
[2026-07-16 19:01:48] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 19:01:48] [DEBUG   ] discord.client: Dispatching event typing
[2026-07-16 19:01:48] [DEBUG   ] discord.client: Dispatching event raw_typing
[2026-07-16 19:01:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 40, 'op': 0, 'd': {'type': 19, 'tts': False, 'timestamp': '2026-07-16T23:02:04.830000+00:00', 'referenced_message': {'type': 0, 'tts': False, 'timestamp': '2026-07-16T23:01:51.651000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1527450222307836084', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'que isso cara', 'components': [], 'channel_id': '1297670154687352945', 'author': {'username': 'catzim', 'public_flags': 128, 'primary_guild': None, 'id': '521756702907957268', 'global_name': 'Loki', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1377377712028516443', 'palette': 'violet', 'label': 'COLLECTIBLES_NAMEPLATES_V2_SPIRIT_MOON_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates_v2/spirit_moon/'}}, 'clan': None, 'avatar_decoration_data': None, 'avatar': '075ef53ffdb194e8f4153f0ae40bc39b'}, 'attachments': []}, 'pinned': False, 'nonce': '1527450278184353792', 'message_reference': {'type': 0, 'message_id': '1527450222307836084', 'guild_id': '1297670153969860680', 'channel_id': '1297670154687352945'}, 'mentions': [{'username': 'catzim', 'public_flags': 128, 'primary_guild': None, 'member': {'roles': ['1423010114117308417', '1520530725441503395', '1297670901608874024', '1475616459920118033', '1297672348237037598'], 'premium_since': None, 'pending': False, 'nick': 'Loki', 'mute': False, 'joined_at': '2026-03-09T19:56:31.165000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '521756702907957268', 'global_name': 'Loki', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1377377712028516443', 'palette': 'violet', 'label': 'COLLECTIBLES_NAMEPLATES_V2_SPIRIT_MOON_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates_v2/spirit_moon/'}}, 'clan': None, 'avatar_decoration_data': None, 'avatar': '075ef53ffdb194e8f4153f0ae40bc39b'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1424320540650373152', '1423010114117308417', '1525988699626803425', '1516064001182797864', '1525987346078629929', '1429293820134031370', '1424319732764512267', '1449888931452817520', '1424320639493341235', '1444853378189361205', '1465920731962409147', '1525985481710501949'], 'premium_since': None, 'pending': False, 'nick': 'SlingarRobotnik', 'mute': False, 'joined_at': '2026-01-02T20:09:16.364000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1527450277584699552', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Tive a mesma reação', 'components': [], 'channel_type': 0, 'channel_id': '1297670154687352945', 'author': {'username': 'slingarwalker', 'public_flags': 0, 'primary_guild': {'tag': 'DIVE', 'identity_guild_id': '1411183949761482755', 'identity_enabled': True, 'badge': '0a6fad9719a78775a491325e97489cc8'}, 'id': '841408652186353684', 'global_name': 'SlingarWalker', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'DIVE', 'identity_guild_id': '1411183949761482755', 'identity_enabled': True, 'badge': '0a6fad9719a78775a491325e97489cc8'}, 'avatar_decoration_data': None, 'avatar': 'b0592324e818d3caa5d482b5b4bcd732'}, 'attachments': [], 'guild_id': '1297670153969860680'}}
[2026-07-16 19:01:50] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 19:01:50] [DEBUG   ] discord.client: Dispatching event message
[2026-07-16 19:01:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 41, 'op': 0, 'd': {'member': {'user': {'username': 'hametsu0000', 'public_flags': 256, 'primary_guild': {'tag': 'FATE', 'identity_guild_id': '982182985862377522', 'identity_enabled': True, 'badge': '80e2134dfe37e38f2074a1438b30dab2'}, 'id': '318493983879987200', 'global_name': 'Sunless', 'display_name_styles': None, 'display_name': 'Sunless', 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1409983105577783410', 'palette': 'violet', 'label': 'COLLECTIBLES_SEPTEMBER_2025_MARKETING_NAMEPLATE_A11Y', 'expires_at': None, 'asset': 'nameplates/special_events_2/nitro_rocketfuel_nameplate/'}}, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'eb08112ea876ec5a9f38b9de37007d86'}, 'roles': ['1423010114117308417', '1424319601524604971', '1507871725252247633', '1449888557022974195', '1457892003466707007'], 'premium_since': '2026-05-22T09:30:25.929000+00:00', 'pending': False, 'nick': 'Sunny!', 'mute': False, 'joined_at': '2026-05-18T22:28:01.224000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': 'a_e662eddfa5097f38810fe8bdac2c2aca'}, 'user_id': '318493983879987200', 'suppress': False, 'session_id': '331cd557051f51ba82006c7c0778e41f', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '1297670153969860680', 'discoverable': True, 'deaf': False, 'connected_at': 1784240499, 'channel_id': '1297670154687352946'}}
[2026-07-16 19:01:51] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 19:01:51] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2026-07-16 19:01:52] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242912474, 'seq_ack': 16}.
[2026-07-16 19:01:52] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242912474, 'seq_ack': 16}}.
[2026-07-16 19:01:52] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242912474}}
[2026-07-16 19:01:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 42, 'op': 0, 'd': {'member': {'user': {'username': 'hametsu0000', 'public_flags': 256, 'primary_guild': {'tag': 'FATE', 'identity_guild_id': '982182985862377522', 'identity_enabled': True, 'badge': '80e2134dfe37e38f2074a1438b30dab2'}, 'id': '318493983879987200', 'global_name': 'Sunless', 'display_name_styles': None, 'display_name': 'Sunless', 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1409983105577783410', 'palette': 'violet', 'label': 'COLLECTIBLES_SEPTEMBER_2025_MARKETING_NAMEPLATE_A11Y', 'expires_at': None, 'asset': 'nameplates/special_events_2/nitro_rocketfuel_nameplate/'}}, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'eb08112ea876ec5a9f38b9de37007d86'}, 'roles': ['1423010114117308417', '1424319601524604971', '1507871725252247633', '1449888557022974195', '1457892003466707007'], 'premium_since': '2026-05-22T09:30:25.929000+00:00', 'pending': False, 'nick': 'Sunny!', 'mute': False, 'joined_at': '2026-05-18T22:28:01.224000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': 'a_e662eddfa5097f38810fe8bdac2c2aca'}, 'user_id': '318493983879987200', 'suppress': False, 'session_id': '331cd557051f51ba82006c7c0778e41f', 'self_video': False, 'self_mute': True, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '1297670153969860680', 'discoverable': True, 'deaf': False, 'connected_at': 1784240499, 'channel_id': '1297670154687352946'}}
[2026-07-16 19:01:55] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 19:01:55] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2026-07-16 19:01:57] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242917488, 'seq_ack': 16}.
[2026-07-16 19:01:57] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242917488, 'seq_ack': 16}}.
[2026-07-16 19:01:57] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242917488}}
[2026-07-16 19:01:57] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 43, 'op': 0, 'd': {'user_id': '841408652186353684', 'timestamp': 1784242931, 'member': {'user': {'username': 'slingarwalker', 'public_flags': 0, 'primary_guild': {'tag': 'DIVE', 'identity_guild_id': '1411183949761482755', 'identity_enabled': True, 'badge': '0a6fad9719a78775a491325e97489cc8'}, 'id': '841408652186353684', 'global_name': 'SlingarWalker', 'display_name_styles': None, 'display_name': 'SlingarWalker', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'b0592324e818d3caa5d482b5b4bcd732'}, 'roles': ['1424320540650373152', '1423010114117308417', '1525988699626803425', '1516064001182797864', '1525987346078629929', '1429293820134031370', '1424319732764512267', '1449888931452817520', '1424320639493341235', '1444853378189361205', '1465920731962409147', '1525985481710501949'], 'premium_since': None, 'pending': False, 'nick': 'SlingarRobotnik', 'mute': False, 'joined_at': '2026-01-02T20:09:16.364000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1297670154687352945', 'guild_id': '1297670153969860680'}}
[2026-07-16 19:01:57] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 19:01:57] [DEBUG   ] discord.client: Dispatching event typing
[2026-07-16 19:01:57] [DEBUG   ] discord.client: Dispatching event raw_typing
[2026-07-16 19:01:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 44, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-07-16T23:02:13.121000+00:00', 'pinned': False, 'nonce': '1527449052055076864', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1423010114117308417', '1520530725441503395', '1297670901608874024', '1475616459920118033', '1297672348237037598'], 'premium_since': None, 'pending': False, 'nick': 'Loki', 'mute': False, 'joined_at': '2026-03-09T19:56:31.165000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1527450312359805049', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'que dleicia', 'components': [], 'channel_type': 0, 'channel_id': '1297670154687352945', 'author': {'username': 'catzim', 'public_flags': 128, 'primary_guild': None, 'id': '521756702907957268', 'global_name': 'Loki', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1377377712028516443', 'palette': 'violet', 'label': 'COLLECTIBLES_NAMEPLATES_V2_SPIRIT_MOON_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates_v2/spirit_moon/'}}, 'clan': None, 'avatar_decoration_data': None, 'avatar': '075ef53ffdb194e8f4153f0ae40bc39b'}, 'attachments': [], 'guild_id': '1297670153969860680'}}
[2026-07-16 19:01:59] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 19:01:59] [DEBUG   ] discord.client: Dispatching event message
[2026-07-16 19:02:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 45, 'op': 0, 'd': {'type': 19, 'tts': False, 'timestamp': '2026-07-16T23:02:14.450000+00:00', 'referenced_message': {'type': 0, 'tts': False, 'timestamp': '2026-07-16T23:02:02.440000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1527450267560313002', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'que desgraça', 'components': [], 'channel_id': '1297670154687352945', 'author': {'username': 'catzim', 'public_flags': 128, 'primary_guild': None, 'id': '521756702907957268', 'global_name': 'Loki', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1377377712028516443', 'palette': 'violet', 'label': 'COLLECTIBLES_NAMEPLATES_V2_SPIRIT_MOON_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates_v2/spirit_moon/'}}, 'clan': None, 'avatar_decoration_data': None, 'avatar': '075ef53ffdb194e8f4153f0ae40bc39b'}, 'attachments': []}, 'pinned': False, 'nonce': '1527450318739079168', 'message_reference': {'type': 0, 'message_id': '1527450267560313002', 'guild_id': '1297670153969860680', 'channel_id': '1297670154687352945'}, 'mentions': [{'username': 'catzim', 'public_flags': 128, 'primary_guild': None, 'member': {'roles': ['1423010114117308417', '1520530725441503395', '1297670901608874024', '1475616459920118033', '1297672348237037598'], 'premium_since': None, 'pending': False, 'nick': 'Loki', 'mute': False, 'joined_at': '2026-03-09T19:56:31.165000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '521756702907957268', 'global_name': 'Loki', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1377377712028516443', 'palette': 'violet', 'label': 'COLLECTIBLES_NAMEPLATES_V2_SPIRIT_MOON_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates_v2/spirit_moon/'}}, 'clan': None, 'avatar_decoration_data': None, 'avatar': '075ef53ffdb194e8f4153f0ae40bc39b'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1424320540650373152', '1423010114117308417', '1525988699626803425', '1516064001182797864', '1525987346078629929', '1429293820134031370', '1424319732764512267', '1449888931452817520', '1424320639493341235', '1444853378189361205', '1465920731962409147', '1525985481710501949'], 'premium_since': None, 'pending': False, 'nick': 'SlingarRobotnik', 'mute': False, 'joined_at': '2026-01-02T20:09:16.364000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1527450317934034965', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Fractured genesis bixo', 'components': [], 'channel_type': 0, 'channel_id': '1297670154687352945', 'author': {'username': 'slingarwalker', 'public_flags': 0, 'primary_guild': {'tag': 'DIVE', 'identity_guild_id': '1411183949761482755', 'identity_enabled': True, 'badge': '0a6fad9719a78775a491325e97489cc8'}, 'id': '841408652186353684', 'global_name': 'SlingarWalker', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'DIVE', 'identity_guild_id': '1411183949761482755', 'identity_enabled': True, 'badge': '0a6fad9719a78775a491325e97489cc8'}, 'avatar_decoration_data': None, 'avatar': 'b0592324e818d3caa5d482b5b4bcd732'}, 'attachments': [], 'guild_id': '1297670153969860680'}}
[2026-07-16 19:02:00] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 19:02:00] [DEBUG   ] discord.client: Dispatching event message
[2026-07-16 19:02:02] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242922496, 'seq_ack': 16}.
[2026-07-16 19:02:02] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242922496, 'seq_ack': 16}}.
[2026-07-16 19:02:02] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242922496}}
[2026-07-16 19:02:03] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 45.
[2026-07-16 19:02:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-07-16 19:02:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 46, 'op': 0, 'd': {'user_id': '841408652186353684', 'timestamp': 1784242939, 'member': {'user': {'username': 'slingarwalker', 'public_flags': 0, 'primary_guild': {'tag': 'DIVE', 'identity_guild_id': '1411183949761482755', 'identity_enabled': True, 'badge': '0a6fad9719a78775a491325e97489cc8'}, 'id': '841408652186353684', 'global_name': 'SlingarWalker', 'display_name_styles': None, 'display_name': 'SlingarWalker', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'b0592324e818d3caa5d482b5b4bcd732'}, 'roles': ['1424320540650373152', '1423010114117308417', '1525988699626803425', '1516064001182797864', '1525987346078629929', '1429293820134031370', '1424319732764512267', '1449888931452817520', '1424320639493341235', '1444853378189361205', '1465920731962409147', '1525985481710501949'], 'premium_since': None, 'pending': False, 'nick': 'SlingarRobotnik', 'mute': False, 'joined_at': '2026-01-02T20:09:16.364000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1297670154687352945', 'guild_id': '1297670153969860680'}}
[2026-07-16 19:02:05] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 19:02:05] [DEBUG   ] discord.client: Dispatching event typing
[2026-07-16 19:02:05] [DEBUG   ] discord.client: Dispatching event raw_typing
[2026-07-16 19:02:07] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242927509, 'seq_ack': 16}.
[2026-07-16 19:02:07] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242927509, 'seq_ack': 16}}.
[2026-07-16 19:02:07] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242927509}}
[2026-07-16 19:02:12] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242932519, 'seq_ack': 16}.
[2026-07-16 19:02:12] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242932519, 'seq_ack': 16}}.
[2026-07-16 19:02:12] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242932519}}
[2026-07-16 19:02:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 47, 'op': 0, 'd': {'user_id': '841408652186353684', 'timestamp': 1784242948, 'member': {'user': {'username': 'slingarwalker', 'public_flags': 0, 'primary_guild': {'tag': 'DIVE', 'identity_guild_id': '1411183949761482755', 'identity_enabled': True, 'badge': '0a6fad9719a78775a491325e97489cc8'}, 'id': '841408652186353684', 'global_name': 'SlingarWalker', 'display_name_styles': None, 'display_name': 'SlingarWalker', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'b0592324e818d3caa5d482b5b4bcd732'}, 'roles': ['1424320540650373152', '1423010114117308417', '1525988699626803425', '1516064001182797864', '1525987346078629929', '1429293820134031370', '1424319732764512267', '1449888931452817520', '1424320639493341235', '1444853378189361205', '1465920731962409147', '1525985481710501949'], 'premium_since': None, 'pending': False, 'nick': 'SlingarRobotnik', 'mute': False, 'joined_at': '2026-01-02T20:09:16.364000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1297670154687352945', 'guild_id': '1297670153969860680'}}
[2026-07-16 19:02:14] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 19:02:14] [DEBUG   ] discord.client: Dispatching event typing
[2026-07-16 19:02:14] [DEBUG   ] discord.client: Dispatching event raw_typing
[2026-07-16 19:02:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 48, 'op': 0, 'd': {'type': 19, 'tts': False, 'timestamp': '2026-07-16T23:02:29.928000+00:00', 'referenced_message': {'type': 0, 'tts': False, 'timestamp': '2026-07-16T23:02:13.121000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1527450312359805049', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'que dleicia', 'components': [], 'channel_id': '1297670154687352945', 'author': {'username': 'catzim', 'public_flags': 128, 'primary_guild': None, 'id': '521756702907957268', 'global_name': 'Loki', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1377377712028516443', 'palette': 'violet', 'label': 'COLLECTIBLES_NAMEPLATES_V2_SPIRIT_MOON_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates_v2/spirit_moon/'}}, 'clan': None, 'avatar_decoration_data': None, 'avatar': '075ef53ffdb194e8f4153f0ae40bc39b'}, 'attachments': []}, 'pinned': False, 'nonce': '1527450383788539904', 'message_reference': {'type': 0, 'message_id': '1527450312359805049', 'guild_id': '1297670153969860680', 'channel_id': '1297670154687352945'}, 'mentions': [{'username': 'catzim', 'public_flags': 128, 'primary_guild': None, 'member': {'roles': ['1423010114117308417', '1520530725441503395', '1297670901608874024', '1475616459920118033', '1297672348237037598'], 'premium_since': None, 'pending': False, 'nick': 'Loki', 'mute': False, 'joined_at': '2026-03-09T19:56:31.165000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '521756702907957268', 'global_name': 'Loki', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1377377712028516443', 'palette': 'violet', 'label': 'COLLECTIBLES_NAMEPLATES_V2_SPIRIT_MOON_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates_v2/spirit_moon/'}}, 'clan': None, 'avatar_decoration_data': None, 'avatar': '075ef53ffdb194e8f4153f0ae40bc39b'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1424320540650373152', '1423010114117308417', '1525988699626803425', '1516064001182797864', '1525987346078629929', '1429293820134031370', '1424319732764512267', '1449888931452817520', '1424320639493341235', '1444853378189361205', '1465920731962409147', '1525985481710501949'], 'premium_since': None, 'pending': False, 'nick': 'SlingarRobotnik', 'mute': False, 'joined_at': '2026-01-02T20:09:16.364000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1527450382853476363', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Obrigado pelo elogio, mas isso foi esquisito pra caralho mano', 'components': [], 'channel_type': 0, 'channel_id': '1297670154687352945', 'author': {'username': 'slingarwalker', 'public_flags': 0, 'primary_guild': {'tag': 'DIVE', 'identity_guild_id': '1411183949761482755', 'identity_enabled': True, 'badge': '0a6fad9719a78775a491325e97489cc8'}, 'id': '841408652186353684', 'global_name': 'SlingarWalker', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'DIVE', 'identity_guild_id': '1411183949761482755', 'identity_enabled': True, 'badge': '0a6fad9719a78775a491325e97489cc8'}, 'avatar_decoration_data': None, 'avatar': 'b0592324e818d3caa5d482b5b4bcd732'}, 'attachments': [], 'guild_id': '1297670153969860680'}}
[2026-07-16 19:02:15] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 19:02:15] [DEBUG   ] discord.client: Dispatching event message
[2026-07-16 19:02:17] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242937524, 'seq_ack': 16}.
[2026-07-16 19:02:17] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242937524, 'seq_ack': 16}}.
[2026-07-16 19:02:17] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242937524}}
[2026-07-16 19:02:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 49, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-07-16T23:02:34.601000+00:00', 'pinned': False, 'nonce': '1527449141985148928', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1423010114117308417', '1520530725441503395', '1297670901608874024', '1475616459920118033', '1297672348237037598'], 'premium_since': None, 'pending': False, 'nick': 'Loki', 'mute': False, 'joined_at': '2026-03-09T19:56:31.165000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1527450402453459097', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'o eggman', 'components': [], 'channel_type': 0, 'channel_id': '1297670154687352945', 'author': {'username': 'catzim', 'public_flags': 128, 'primary_guild': None, 'id': '521756702907957268', 'global_name': 'Loki', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1377377712028516443', 'palette': 'violet', 'label': 'COLLECTIBLES_NAMEPLATES_V2_SPIRIT_MOON_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates_v2/spirit_moon/'}}, 'clan': None, 'avatar_decoration_data': None, 'avatar': '075ef53ffdb194e8f4153f0ae40bc39b'}, 'attachments': [], 'guild_id': '1297670153969860680'}}
[2026-07-16 19:02:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 19:02:20] [DEBUG   ] discord.client: Dispatching event message
[2026-07-16 19:02:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 50, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-07-16T23:02:35.281000+00:00', 'pinned': False, 'nonce': '1527449144594006016', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1423010114117308417', '1520530725441503395', '1297670901608874024', '1475616459920118033', '1297672348237037598'], 'premium_since': None, 'pending': False, 'nick': 'Loki', 'mute': False, 'joined_at': '2026-03-09T19:56:31.165000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1527450405305319465', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'n vc', 'components': [], 'channel_type': 0, 'channel_id': '1297670154687352945', 'author': {'username': 'catzim', 'public_flags': 128, 'primary_guild': None, 'id': '521756702907957268', 'global_name': 'Loki', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1377377712028516443', 'palette': 'violet', 'label': 'COLLECTIBLES_NAMEPLATES_V2_SPIRIT_MOON_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates_v2/spirit_moon/'}}, 'clan': None, 'avatar_decoration_data': None, 'avatar': '075ef53ffdb194e8f4153f0ae40bc39b'}, 'attachments': [], 'guild_id': '1297670153969860680'}}
[2026-07-16 19:02:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 19:02:21] [DEBUG   ] discord.client: Dispatching event message
